price,mrp,discount_percent,rating,review_count,fraud
12302,16738,26.5,3.4,17856,0
1864,2441,23.61,2.8,16666,0
6997,9569,26.87,1.5,13977,0
5169,8583,39.77,4.3,4492,0
9579,13045,26.56,4.5,8866,0
13174,17429,24.41,4.7,4090,0
6035,15520,61.11,1.6,906,0
13200,14233,7.25,3.4,7749,0
4557,15405,70.41,4.2,10981,0
676,4796,85.89,4.4,19877,0
5653,6672,15.26,1.8,2626,0
9850,16342,39.72,4.5,7964,0
7315,17947,59.24,2.2,10492,0
10347,18246,43.29,4.8,4534,0
3911,19688,80.13,1.7,6383,1
1528,2395,36.16,4.1,3116,0
887,2562,65.34,3.6,807,0
1215,1394,12.78,3.0,10127,0
2104,15974,86.82,3.4,1023,0
2103,3013,30.19,4.9,6522,0
1168,8961,86.96,1.8,9064,1
5944,6612,10.1,2.8,19127,0
5243,9559,45.15,3.9,7316,0
8526,13427,36.5,4.4,12685,0
3156,18377,82.82,3.0,1480,0
4385,4723,7.15,4.6,12653,0
15415,19830,22.26,3.5,12631,0
15030,18555,18.99,2.1,15170,0
4018,9628,58.26,1.7,1720,0
10347,11072,6.54,4.0,274,0
5477,7211,24.03,2.9,11359,0
1820,17234,89.44,3.6,982,0
2506,2804,10.59,2.6,16757,0
4094,10146,59.64,3.0,1813,0
2255,3979,43.33,1.7,4886,0
1326,1564,15.21,4.8,5681,0
3850,7956,51.6,4.9,18872,0
4621,14846,68.87,3.0,3264,0
7782,10477,25.72,2.2,11898,0
7738,13047,40.69,4.7,19504,0
4943,8019,38.35,3.6,9528,0
1978,10983,81.99,3.9,3346,0
814,1356,39.94,4.8,8741,0
12177,14090,13.57,1.9,6344,0
1620,8199,80.23,2.8,10955,1
4290,6275,31.63,4.4,9267,0
750,1370,45.25,2.6,17628,0
2756,7053,60.92,3.7,17976,0
7588,15656,51.53,5.0,16045,0
888,1031,13.8,2.5,1846,0
8578,9477,9.49,3.9,13695,0
434,1864,76.71,4.2,10003,0
2859,3423,16.47,3.4,13488,0
11059,16839,34.32,1.9,6708,0
6201,8179,24.17,1.5,5993,0
12790,19521,34.48,1.5,7148,0
5733,11695,50.97,1.9,7628,0
12043,18542,35.05,1.7,4384,0
2683,3260,17.67,4.3,5437,0
6472,7803,17.06,4.9,19460,0
6211,8474,26.7,3.4,19310,0
9291,15714,40.87,4.1,1719,0
5417,18666,70.98,3.5,9380,0
9397,10046,6.45,3.5,3808,0
9674,12313,21.43,3.7,9392,0
3707,4524,18.05,2.2,8296,0
4099,5681,27.84,2.6,9918,0
1694,2911,41.78,4.0,19216,0
1905,4648,59.0,4.9,8844,0
421,1590,73.49,1.7,16248,0
1935,8860,78.15,1.7,3334,0
4525,7974,43.24,3.7,12696,0
6220,13878,55.18,2.6,8459,0
3351,7662,56.26,3.1,8893,0
944,7389,87.22,4.1,13066,0
10321,12346,16.39,3.4,4346,0
3961,11627,65.93,4.7,5011,0
11547,16150,28.5,1.6,1293,0
4471,19787,77.4,4.1,6221,0
1542,3176,51.42,4.2,6075,0
8449,16063,47.4,2.9,1027,0
8495,13639,37.71,4.7,550,0
10735,17179,37.51,2.5,17998,0
14006,15018,6.73,4.5,14894,0
4598,6097,24.58,3.3,34,0
2573,14436,82.18,3.3,12703,0
2289,4820,52.5,1.8,12246,0
5637,15017,62.46,3.7,4892,0
8622,15819,45.49,3.1,8938,0
7932,13429,40.93,1.8,14045,0
4165,7335,43.21,4.2,1924,0
3637,15364,76.32,3.2,17008,0
6532,9656,32.35,2.2,8118,0
5983,8714,31.34,3.3,4140,0
11882,16059,26.01,2.7,1553,0
1335,3472,61.53,4.4,922,0
6611,16046,58.8,2.0,10029,0
5700,10174,43.97,4.0,17482,0
1328,1682,21.02,1.8,2016,0
842,1510,44.23,3.1,6422,0
278,2328,88.04,5.0,5745,0
5481,5960,8.03,3.4,19563,0
2504,3943,36.49,2.8,11403,0
7242,10158,28.71,2.2,12449,0
3377,4237,20.28,3.2,3146,0
11352,17787,36.17,2.1,11598,0
2590,7773,66.67,2.4,9925,0
14848,16324,9.04,2.2,13923,0
16107,17259,6.67,4.7,17103,0
9865,10436,5.47,2.1,10442,0
4435,13743,67.72,2.5,16404,0
878,1944,54.8,2.6,15137,0
954,4983,80.84,1.7,15163,1
668,6621,89.9,2.8,8643,1
5749,10122,43.19,2.6,2045,0
2347,3210,26.85,2.6,17356,0
7170,10414,31.15,2.3,18827,0
5873,9952,40.98,2.6,3588,0
1644,2710,39.33,3.4,5173,0
3352,6169,45.66,3.1,17828,0
3572,3896,8.31,1.7,14637,0
5813,19947,70.86,4.5,11079,0
1859,2686,30.79,2.6,9989,0
2739,4618,40.68,3.2,2767,0
1045,2119,50.65,2.9,9273,0
3550,7680,53.78,2.1,4781,0
3892,12830,69.66,4.3,6550,0
9439,11510,17.99,2.5,12845,0
1236,2514,50.81,3.2,19955,0
508,2729,81.36,4.3,8087,0
7702,12948,40.51,3.3,14706,0
3063,10196,69.95,4.2,9299,0
11174,15493,27.88,4.3,14510,0
2503,6482,61.38,1.7,19080,0
6229,14768,57.82,3.1,16145,0
2959,5141,42.42,2.8,1904,0
1091,1164,6.24,4.4,12272,0
7273,9719,25.16,4.7,7323,0
1635,9145,82.11,3.5,14306,0
11269,13704,17.77,2.7,4863,0
7125,12105,41.13,3.2,1504,0
1466,14495,89.88,2.8,4043,1
1854,3436,46.03,2.5,5929,0
8893,12272,27.53,3.2,3848,0
1290,4120,68.67,4.3,11652,0
1405,2121,33.73,3.7,8523,0
4206,10467,59.81,3.1,11249,0
7699,13155,41.47,2.8,9039,0
2743,6139,55.32,4.1,6756,0
10986,17513,37.26,3.0,10688,0
3849,6886,44.1,4.7,9059,0
2032,9074,77.6,3.6,16638,0
12653,17289,26.81,4.5,14100,0
1631,12037,86.44,2.6,4811,1
2663,10443,74.5,3.4,7457,0
7631,16488,53.72,3.0,8475,0
10533,16286,35.32,1.9,8272,0
3829,12847,70.19,3.3,11017,0
6673,9439,29.3,2.5,19362,0
15042,18220,17.44,3.4,16475,0
11379,15194,25.1,2.8,18602,0
1765,10223,82.73,3.9,4016,0
9946,13603,26.88,2.0,10679,0
8489,15287,44.46,2.1,15533,0
5733,10910,47.45,3.8,18646,0
255,1255,79.67,4.9,4547,0
782,1750,55.28,3.9,2123,0
8538,9318,8.36,3.9,4112,0
1768,10658,83.41,2.7,14065,1
11240,19010,40.87,5.0,961,0
1445,1831,21.06,1.8,16614,0
4974,11343,56.14,3.5,12654,0
3713,7185,48.32,4.8,12499,0
805,5413,85.12,2.4,7775,1
5752,10844,46.95,1.9,17679,0
8508,13533,37.13,4.1,16624,0
9404,12253,23.25,3.0,2412,0
4160,5714,27.19,4.9,2230,0
6942,7955,12.73,3.5,4331,0
7634,9700,21.29,2.1,16156,0
365,1253,70.83,4.6,2564,0
3734,16825,77.81,2.9,10456,0
2270,2457,7.59,3.7,12235,0
6418,7603,15.58,2.6,9704,0
998,5490,81.81,4.6,16281,0
1208,9776,87.64,3.3,9200,0
1442,6815,78.83,4.6,18169,0
7393,8012,7.72,4.4,5812,0
7732,14032,44.9,3.0,15686,0
10554,12221,13.64,4.0,7534,0
6542,15054,56.54,4.6,9030,0
1780,3892,54.25,2.8,11467,0
8540,14371,40.57,1.5,3,0
6408,8948,28.38,3.8,4283,0
16749,19610,14.59,2.8,16118,0
9680,15256,36.54,2.3,806,0
1550,11874,86.94,2.5,18019,1
3145,12808,75.44,2.1,14821,0
783,3117,74.86,1.9,15694,0
4311,14012,69.23,4.8,13541,0
924,2015,54.1,4.7,12321,0
6302,17122,63.19,4.9,5227,0
5873,18207,67.74,3.6,9,0
15719,17832,11.85,3.9,7341,0
2563,8979,71.45,4.4,15303,0
12112,16450,26.37,3.2,8573,0
16067,18084,11.15,4.7,14115,0
9667,17715,45.43,2.9,14804,0
8282,12033,31.17,4.9,18643,0
1804,3268,44.8,2.9,13691,0
3577,15989,77.62,3.6,4472,0
962,3554,72.93,2.5,11777,0
13206,19417,31.99,3.5,15844,0
1906,2282,16.46,3.5,12087,0
9854,16566,40.52,1.7,12200,0
4572,17984,74.57,1.7,17793,0
16396,18142,9.62,2.1,12032,0
6088,18768,67.56,3.4,4089,0
2873,11762,75.57,2.0,16650,0
984,6422,84.68,3.2,8035,0
11127,15506,28.24,2.3,7835,0
5608,19066,70.58,1.7,8194,0
1207,5756,79.02,4.8,5664,0
2872,3289,12.68,4.5,18843,0
7857,18215,56.86,3.4,15726,0
8257,17098,51.7,2.2,12460,0
9509,15049,36.81,4.8,9218,0
4310,7553,42.93,2.5,16065,0
1134,2168,47.67,2.4,2621,0
5319,18805,71.71,4.2,3352,0
6403,7878,18.72,2.1,19417,0
3395,7842,56.7,1.9,3084,0
18167,19745,7.99,2.4,6812,0
3587,9392,61.8,3.1,5708,0
9115,10504,13.22,4.4,7244,0
967,1237,21.8,4.9,8004,0
3826,10267,62.73,2.0,16508,0
6025,9645,37.53,2.1,1195,0
1829,9389,80.51,3.4,6977,0
1014,2525,59.82,4.0,560,0
6598,16428,59.83,3.9,15458,0
6939,10231,32.17,3.7,16190,0
3198,8968,64.33,2.5,14624,0
10083,12232,17.57,3.0,10734,0
4672,15402,69.66,1.8,10148,0
7730,15198,49.14,2.7,2121,0
2120,15956,86.71,2.6,441,1
16633,18069,7.95,4.9,17507,0
13812,15798,12.57,2.6,18844,0
7005,10406,32.68,3.2,9266,0
1572,2631,40.22,3.1,11898,0
1196,5666,78.87,4.2,10964,0
1953,4619,57.72,3.3,14812,0
4531,12658,64.2,2.0,3228,0
4484,9193,51.22,2.0,1351,0
4841,6696,27.69,2.1,9334,0
12280,16154,23.98,4.5,4716,0
1005,5416,81.43,1.9,17803,1
9268,10332,10.29,3.2,10070,0
2413,10854,77.76,4.3,7680,0
3850,5768,33.24,1.8,10091,0
5689,14731,61.38,2.6,9256,0
9223,19997,53.87,2.5,14454,0
3814,5145,25.86,4.4,10058,0
14132,18310,22.81,2.7,1233,0
10265,11144,7.88,2.4,16904,0
1234,2007,38.48,3.3,276,0
3376,5972,43.47,2.3,12205,0
5568,15192,63.35,4.8,16197,0
6107,11471,46.75,2.6,12794,0
2569,10572,75.69,4.6,13960,0
7400,16603,55.43,4.0,2027,0
846,2527,66.5,2.3,12162,0
12530,16213,22.71,4.9,5654,0
1652,6159,73.17,4.0,1984,0
1761,4669,62.27,2.1,14292,0
9984,18088,44.8,2.2,8058,0
1772,9203,80.74,2.9,2467,1
2298,6904,66.71,3.0,11682,0
4925,8719,43.51,2.3,19153,0
4564,18890,75.84,2.4,10287,0
5972,7610,21.52,4.2,11291,0
1302,4135,68.51,5.0,8791,0
2679,5538,51.62,4.5,15278,0
7903,16325,51.59,3.4,15181,0
16374,19095,14.25,4.7,14257,0
790,2110,62.56,4.7,17959,0
3299,12862,74.35,1.7,13483,0
11972,13804,13.27,4.9,4748,0
922,5275,82.51,2.4,5055,1
4079,6181,34.0,2.5,6299,0
4515,13981,67.71,3.4,14343,0
13582,18373,26.07,3.9,9541,0
3171,4545,30.22,4.0,7893,0
3194,17321,81.56,2.5,2623,1
8207,11383,27.89,3.9,4421,0
10928,11701,6.6,4.7,17747,0
5348,7940,32.64,3.3,11646,0
2048,12945,84.18,3.3,4198,0
6480,7426,12.73,4.2,17788,0
6468,16682,61.22,3.8,19574,0
2796,19767,85.85,2.8,5425,1
3021,3948,23.46,3.5,9270,0
4660,5586,16.58,2.1,10528,0
4601,16624,72.32,1.5,11806,0
10438,11575,9.82,4.3,12051,0
3338,16589,79.88,2.4,16878,0
12628,16921,25.37,3.7,6968,0
6130,12370,50.44,4.4,6364,0
3502,12359,71.66,4.9,1176,0
651,2544,74.38,3.4,16538,0
2935,17559,83.28,4.9,16318,0
369,3155,88.28,4.1,15026,0
4167,19385,78.5,4.2,19436,0
5270,10314,48.9,3.8,3291,0
11683,13907,15.99,3.9,18631,0
5116,13177,61.17,3.6,7346,0
4827,11242,57.06,3.3,14033,0
10773,19751,45.45,2.3,5760,0
1905,12486,84.74,2.8,8046,1
1963,5647,65.23,3.9,10535,0
1358,4530,70.01,5.0,7313,0
3975,6084,34.65,4.1,7494,0
2592,13047,80.13,4.4,17755,0
4322,6809,36.53,2.5,576,0
2311,10911,78.81,4.0,8187,0
13051,16734,22.01,4.4,8610,0
5595,9725,42.46,4.7,15374,0
8744,10289,15.01,2.6,5529,0
1543,9229,83.28,2.8,16511,1
5983,12513,52.18,2.9,5260,0
3509,14977,76.57,2.8,2038,0
981,9547,89.72,3.6,17013,0
1819,2488,26.87,4.6,2066,0
8779,18160,51.66,4.7,1855,0
10161,10859,6.43,4.9,4789,0
3075,5493,44.02,1.5,14342,0
4245,14057,69.8,3.6,10700,0
5851,13566,56.87,1.7,18521,0
9559,17089,44.06,1.6,6041,0
305,2559,88.04,2.6,7839,1
9497,13489,29.59,3.6,14824,0
1805,8872,79.65,4.7,12933,0
5501,7140,22.95,3.1,16478,0
1600,2155,25.74,3.5,16827,0
1872,5749,67.43,2.9,4817,0
3202,6908,53.63,3.4,17920,0
1598,3480,54.05,4.1,13131,0
1078,3038,64.52,2.6,18508,0
1999,6344,68.49,2.6,2984,0
7639,16023,52.32,2.7,2593,0
6942,15628,55.58,2.8,15675,0
6674,13958,52.18,3.7,1167,0
4465,11669,61.73,4.4,10956,0
16666,18114,7.99,1.7,185,0
2468,6626,62.75,4.8,16363,0
1474,10599,86.09,2.8,23,1
6615,12226,45.89,3.5,11926,0
194,1265,84.62,3.7,16292,0
4843,5815,16.71,2.4,1592,0
5218,6585,20.75,4.9,17013,0
2488,5396,53.88,4.5,7396,0
10783,11981,10.0,4.0,742,0
1677,3361,50.08,3.5,11082,0
6410,15471,58.56,4.4,13984,0
868,8521,89.81,2.7,14623,1
5866,15872,63.04,1.7,15227,0
9465,15923,40.55,3.8,14264,0
9331,17848,47.72,4.9,11337,0
6520,18452,64.66,4.0,19127,0
4527,8821,48.67,4.5,17227,0
876,6470,86.45,4.4,14525,0
8845,11580,23.62,4.2,14069,0
5028,11231,55.23,4.2,9745,0
3061,11630,73.68,3.2,14106,0
3842,4652,17.4,4.3,17862,0
8367,9214,9.19,4.8,6254,0
8171,14021,41.72,3.2,5745,0
1927,2552,24.47,4.7,18481,0
6940,13251,47.62,4.7,1541,0
1582,2097,24.54,3.7,6903,0
3221,3477,7.35,3.2,14160,0
2055,14507,85.83,3.7,16342,0
7475,19536,61.74,2.8,18600,0
3732,4863,23.24,3.2,7696,0
338,1389,75.6,4.7,172,0
13851,18212,23.94,3.0,10576,0
3273,6832,52.09,4.6,17185,0
1767,3696,52.18,4.5,17964,0
5637,9404,40.05,4.7,5777,0
3271,9973,67.2,3.3,4570,0
1086,2620,58.51,3.8,15772,0
11448,16585,30.97,2.9,721,0
2907,4896,40.61,3.5,11199,0
10965,14162,22.57,3.1,833,0
1363,11637,88.28,1.6,3732,1
2564,3850,33.38,1.7,12760,0
1754,10275,82.92,1.8,18135,1
8232,9589,14.15,4.6,17296,0
14272,15598,8.5,2.5,10182,0
7754,8871,12.58,3.2,5445,0
16284,17555,7.24,4.4,10575,0
7976,12206,34.65,1.9,18902,0
3956,4607,14.12,4.9,7602,0
4967,16753,70.35,3.5,19218,0
2773,9014,69.23,4.7,17346,0
6851,13496,49.24,3.3,9430,0
7831,12190,35.76,1.9,13747,0
161,1234,86.9,2.1,292,1
1588,2301,30.98,2.5,6658,0
882,1350,34.66,3.4,14421,0
1322,2037,35.1,4.4,5152,0
7346,10437,29.61,3.0,7559,0
5080,10214,50.26,2.5,5289,0
13643,19613,30.44,3.3,16192,0
1527,4591,66.73,1.9,13630,0
2278,8214,72.26,2.4,11186,0
1700,11210,84.83,4.3,10839,0
4779,14832,67.78,4.3,10017,0
440,3094,85.76,2.6,19599,1
3102,9798,68.33,1.9,4475,0
11474,19714,41.79,2.4,15284,0
12132,16777,27.68,2.1,10324,0
2859,10211,71.99,2.7,4193,0
7263,12303,40.96,3.2,14389,0
2105,5103,58.75,2.3,15,0
8107,13659,40.64,4.7,13306,0
12617,14058,10.25,4.1,15771,0
2476,5639,56.09,3.9,6301,0
13821,15765,12.33,4.9,5009,0
4155,8652,51.97,4.2,7978,0
2935,3276,10.4,3.7,9241,0
14142,16307,13.27,2.7,18125,0
18313,19416,5.68,2.7,838,0
2039,4961,58.89,3.8,11534,0
2838,7982,64.43,3.1,18548,0
1082,7717,85.97,3.5,4727,0
7267,14325,49.27,4.5,8241,0
3316,12896,74.28,1.7,16742,0
2163,15727,86.24,1.8,520,1
12103,15858,23.67,3.4,3448,0
9249,13940,33.65,3.8,9777,0
3472,17816,80.51,2.6,8756,1
2133,13007,83.59,3.3,14072,0
12208,19375,36.99,2.6,7910,0
3413,5299,35.58,3.6,16948,0
1156,9928,88.35,1.5,3220,1
3007,13346,77.47,2.5,12368,0
383,2248,82.95,3.6,18796,0
10690,18083,40.88,4.8,8008,0
5044,10227,50.67,2.5,4834,0
6956,9019,22.87,4.3,6382,0
1291,2762,53.22,3.2,8758,0
4332,12283,64.73,2.2,8779,0
2855,15587,81.68,3.3,5158,0
5260,19481,73.0,4.7,5040,0
4291,14138,69.64,4.8,12613,0
8761,16828,47.94,2.6,3805,0
4036,6372,36.65,4.0,18043,0
4772,16172,70.49,2.3,14144,0
11397,13014,12.42,3.2,5428,0
10883,12743,14.59,3.3,2307,0
14299,17395,17.8,2.2,16184,0
2217,13820,83.95,4.3,7237,0
4734,5910,19.88,3.7,3633,0
1962,4241,53.72,2.7,16850,0
8566,18749,54.31,4.8,3780,0
3693,16063,77.01,1.8,4380,0
1797,6932,74.07,4.4,4137,0
11413,12660,9.85,4.5,10,0
4516,18215,75.21,3.8,10452,0
2314,4171,44.51,4.6,16156,0
8384,17967,53.33,3.8,6500,0
15920,17711,10.11,2.0,19419,0
854,2008,57.43,1.9,19126,0
6522,8828,26.12,4.3,10818,0
883,7592,88.36,1.5,14317,1
3146,10317,69.5,5.0,19225,0
3630,9687,62.52,2.5,8584,0
11239,13844,18.81,2.8,3026,0
10311,19769,47.84,4.3,602,0
3643,13388,72.78,2.6,14767,0
2204,2531,12.89,4.0,6906,0
3045,8819,65.47,3.8,11916,0
1862,16430,88.66,4.6,15269,0
269,2274,88.15,1.6,2679,1
6112,9318,34.4,3.9,19411,0
1711,7722,77.84,2.1,9862,0
9006,12442,27.61,2.9,2400,0
750,1519,50.62,2.6,1512,0
7649,14025,45.45,4.7,350,0
1424,4708,69.74,2.0,15680,0
9403,10124,7.12,1.7,990,0
3097,6465,52.1,3.2,10878,0
2553,14498,82.39,4.7,7380,0
1004,1791,43.89,3.5,19091,0
8894,15507,42.64,4.1,20,0
623,1796,65.28,4.9,10016,0
14112,18409,23.34,4.4,9330,0
9397,13967,32.71,2.1,7392,0
6257,8940,30.0,2.4,1525,0
297,1786,83.36,2.8,13895,1
14224,15700,9.4,3.1,9316,0
1465,1970,25.59,4.4,1747,0
3567,4581,22.13,2.5,945,0
1205,2003,39.82,2.7,18572,0
456,2974,84.66,2.1,18376,1
10338,13200,21.68,4.6,6375,0
7322,14792,50.5,2.9,2357,0
9902,10634,6.88,2.2,3839,0
2454,4631,47.01,1.6,12871,0
9961,12620,21.06,3.1,10277,0
1868,6636,71.84,1.6,4703,0
17295,19774,12.54,3.3,2569,0
10168,17047,40.35,4.3,5182,0
6546,13610,51.9,2.4,17268,0
666,4924,86.46,2.8,9850,1
14152,17812,20.54,2.9,17235,0
3936,9136,56.91,2.7,15655,0
9861,12076,18.34,1.6,404,0
1096,2313,52.61,2.5,9236,0
3820,8341,54.2,2.8,8093,0
1016,6318,83.92,3.5,17154,0
2013,5201,61.29,4.9,12520,0
8456,10833,21.94,2.3,7284,0
839,1281,34.48,3.5,5363,0
7760,9955,22.05,4.4,14661,0
2541,4927,48.42,3.6,17293,0
2234,6758,66.93,3.4,11617,0
2780,11099,74.95,2.1,17695,0
1879,3640,48.36,3.4,18402,0
8211,11262,27.08,3.5,17859,0
11517,13788,16.47,4.8,3459,0
2349,3016,22.1,2.9,5970,0
5921,8186,27.66,4.0,18654,0
3047,18413,83.45,4.9,7238,0
2681,5126,47.69,2.3,723,0
5941,8051,26.2,4.1,6232,0
3573,12448,71.29,3.7,14627,0
5322,15397,65.43,2.2,923,0
1738,2309,24.72,3.3,13373,0
3886,14953,74.01,2.5,14067,0
1488,3071,51.52,2.6,3277,0
9242,11206,17.52,2.1,1128,0
5459,6066,9.99,2.6,6560,0
5367,9687,44.59,3.9,19394,0
6959,19669,64.62,3.5,1875,0
13792,19275,28.44,3.8,652,0
596,1551,61.57,3.8,11348,0
3294,6788,51.46,1.5,14035,0
7184,8293,13.37,4.0,11785,0
4094,4316,5.14,2.1,18601,0
3638,7242,49.76,4.3,12149,0
1205,3315,63.64,4.3,6761,0
1304,5376,75.73,4.4,101,0
2583,15536,83.37,3.0,6841,0
4353,4868,10.56,1.6,17922,0
7375,7876,6.36,2.0,19857,0
641,6212,89.68,2.9,880,1
10626,16581,35.91,4.0,3984,0
13303,17884,25.61,2.0,9110,0
13708,17134,19.99,4.2,18953,0
3643,7262,49.83,1.9,9000,0
237,1656,85.69,1.9,2395,1
11142,13956,20.16,2.9,13052,0
5491,6068,9.51,5.0,6094,0
3317,6534,49.22,2.4,16463,0
1572,11801,86.67,2.7,8149,1
2282,2857,20.11,3.2,17881,0
9037,16047,43.68,3.2,12979,0
7509,13123,42.77,1.8,11014,0
5910,19898,70.3,3.5,14550,0
2984,4114,27.46,2.4,6807,0
1199,7658,84.33,4.3,7964,0
15043,18675,19.44,1.6,13998,0
832,1640,49.25,3.7,344,0
10626,19828,46.41,4.1,1372,0
1462,6453,77.33,1.6,17458,0
710,1076,33.98,4.2,16631,0
512,2689,80.95,2.6,17873,1
1920,9168,79.06,1.9,11100,0
11132,12368,9.99,2.3,11752,0
3040,15332,80.17,2.3,9083,1
4616,19128,75.86,4.5,3950,0
6426,8553,24.86,1.8,8111,0
556,5298,89.5,4.1,15605,0
471,2047,76.95,4.8,18323,0
6519,7146,8.76,4.6,8831,0
6481,7758,16.46,3.4,13108,0
7392,9264,20.2,2.6,14326,0
6916,13841,50.03,2.7,16590,0
4331,7134,39.28,2.1,5439,0
16982,18814,9.73,4.8,18537,0
3546,12897,72.5,2.5,11953,0
736,5614,86.88,4.2,11580,0
7627,10304,25.98,4.3,12377,0
2918,4984,41.43,1.9,3588,0
2654,16211,83.62,3.0,579,0
6424,10922,41.18,3.4,8132,0
5349,18917,71.72,1.9,1833,0
1680,2940,42.85,3.0,16421,0
10794,12908,16.38,4.5,208,0
13633,18742,27.26,2.6,19433,0
15720,19920,21.08,1.7,2485,0
4807,19176,74.93,3.1,9838,0
1004,2792,64.04,2.0,5427,0
6581,10849,39.34,3.6,81,0
5196,6101,14.82,4.2,18454,0
3496,5449,35.83,1.8,9130,0
399,1973,79.75,3.7,15046,0
11409,16600,31.27,1.6,16321,0
9244,10924,15.37,4.1,3587,0
9693,15152,36.02,3.7,16219,0
2582,19791,86.95,4.8,2704,0
9887,15281,35.3,3.1,19649,0
580,4676,87.58,1.8,5267,1
6881,8568,19.69,3.0,8317,0
1862,6034,69.14,3.8,14065,0
1374,6929,80.16,2.3,7051,1
6183,19465,68.23,1.8,18504,0
7198,8447,14.79,3.7,7997,0
3412,6528,47.72,1.7,4164,0
8195,11398,28.1,4.5,14374,0
1935,17853,89.16,4.7,13684,0
5847,18951,69.14,3.9,23,0
1472,3156,53.35,3.1,13604,0
3869,5761,32.84,2.7,13702,0
2301,4103,43.91,3.0,14757,0
9095,10267,11.41,2.1,3404,0
14362,17188,16.44,1.9,7330,0
11394,13947,18.3,4.4,17792,0
2633,13021,79.78,4.9,882,0
1893,18633,89.84,2.0,14278,1
2923,19519,85.02,4.5,19473,0
3958,8494,53.4,3.7,10032,0
1974,2513,21.44,4.8,17280,0
3958,12639,68.68,4.0,13582,0
11802,12911,8.58,3.2,14749,0
1915,2340,18.14,2.2,4766,0
8851,13890,36.28,2.7,17562,0
2524,6694,62.29,4.6,8578,0
9315,12644,26.33,2.4,11501,0
207,2067,89.95,4.8,17029,0
6846,7543,9.24,4.9,9283,0
1892,2418,21.74,4.2,18181,0
1083,6654,83.72,3.0,4360,0
5401,11110,51.38,2.8,14681,0
467,3783,87.65,2.7,6946,1
1661,2447,32.12,3.9,10345,0
9425,12409,24.04,3.8,14350,0
6770,11563,41.44,3.6,3151,0
2721,5081,46.44,2.4,6753,0
7394,17129,56.83,1.6,16615,0
17586,18904,6.97,1.7,700,0
2478,12465,80.12,2.2,5205,1
5143,6782,24.17,4.6,3326,0
4601,7624,39.64,1.7,16025,0
16116,19672,18.07,4.7,4116,0
547,4203,86.98,2.9,5268,1
6630,11616,42.92,2.8,8328,0
3790,17978,78.91,4.7,530,0
10506,12262,14.32,3.0,17623,0
1298,3225,59.73,4.6,3888,0
7267,11070,34.35,1.9,10268,0
11565,19563,40.88,2.1,10169,0
10197,13805,26.13,4.8,9867,0
5881,8640,31.92,2.1,18072,0
1767,3784,53.3,4.0,1982,0
9701,10787,10.06,1.6,10215,0
7918,12099,34.55,4.3,10076,0
5962,17038,65.0,3.6,6104,0
3733,5363,30.38,4.4,16520,0
3972,8237,51.77,2.5,13716,0
332,1902,82.54,2.8,4650,1
15361,17034,9.82,2.7,15703,0
8185,17538,53.33,4.4,8419,0
12754,13910,8.3,2.8,8226,0
4416,8707,49.28,4.0,7313,0
6969,9576,27.22,3.3,9723,0
4817,13518,64.36,2.6,5976,0
965,4451,78.31,1.7,3129,0
474,2606,81.79,2.3,13942,1
7242,10747,32.61,2.2,7781,0
3596,8221,56.26,4.8,2474,0
18496,19561,5.44,2.3,18389,0
12397,19299,35.76,2.1,18527,0
734,2722,73.02,3.9,16367,0
8831,13794,35.98,1.7,18722,0
4746,7502,36.73,4.1,11994,0
875,1141,23.28,2.7,17553,0
5443,6442,15.5,4.8,1009,0
847,7894,89.26,1.8,10464,1
875,5960,85.32,1.9,10563,1
11301,14837,23.83,3.7,8002,0
2703,5245,48.45,1.6,4613,0
1819,3864,52.91,2.1,1662,0
8002,13182,39.29,4.4,13810,0
4835,13019,62.86,3.6,2635,0
4308,10025,57.02,3.2,12569,0
5802,8483,31.59,4.9,14123,0
7897,11006,28.24,3.3,14091,0
10649,13076,18.56,3.0,11996,0
7276,12161,40.17,3.3,14012,0
1309,1850,29.21,3.4,4665,0
3757,5096,26.27,2.8,17416,0
15953,18987,15.98,2.5,6602,0
1076,5448,80.24,2.0,12965,1
11293,14598,22.63,4.5,7765,0
1864,1966,5.16,2.4,1619,0
3741,10523,64.44,4.8,16723,0
1840,2245,18.02,4.3,1695,0
1869,10836,82.75,3.6,3071,0
15261,19851,23.12,2.3,13689,0
5405,13829,60.91,2.9,7082,0
6417,14550,55.89,3.5,18126,0
1914,2707,29.28,1.9,3520,0
864,1617,46.54,1.7,1894,0
1752,4747,63.08,3.0,17159,0
4260,8829,51.74,3.0,7711,0
5377,8240,34.74,4.6,11885,0
1828,2857,36.01,2.9,10578,0
2207,2726,19.02,4.2,11180,0
15225,17727,14.11,3.5,17517,0
12284,15249,19.44,2.9,14580,0
5027,14509,65.35,2.8,8788,0
1836,7630,75.93,1.8,18829,0
9575,16441,41.76,4.3,18169,0
2719,5355,49.22,3.4,4453,0
16103,17486,7.91,2.3,13489,0
3249,7716,57.88,1.6,800,0
10196,19053,46.48,1.7,5990,0
3952,16009,75.31,3.3,386,0
1122,5499,79.59,2.0,10693,0
2324,8213,71.7,2.8,4309,0
6365,7468,14.76,2.0,15640,0
2148,3672,41.5,1.9,7205,0
5698,17685,67.78,3.6,8301,0
6267,8939,29.88,2.9,11042,0
1580,5547,71.5,2.2,11537,0
541,2286,76.31,2.5,18072,0
2532,8345,69.66,2.5,2894,0
